brand,line,model,size,slot,capacity_l,len_cm,wid_cm,hgt_cm,dia_cm,dims_state,dims_raw,dims_note,dims_source,dims_source_url,fabric,closure,shape,compression_straps,pockets,bags_per_listing,mounting_system,max_load,colorway_count,colorways,image_count,images,product_url
Specialized x Fjällräven,,Fjällräven Hoja Frame Bag S,,framebag_half,2.3,40,6,10,,unknown,,,none,,Vinylon F canvas (waxed-canvas look) with recycled nylon waterproof lining,,,,,1,,,0,,0,,https://www.fjallraven.com/uk/en-gb/bags-gear/accessories/backpack-bag-accessories/hoja-frame-bag-s/
Specialized x Fjällräven,,Fjällräven Hoja Frame Bag L,,framebag_full,5,53,6,14,,unknown,,,none,,Vinylon F canvas (waxed-canvas look) with recycled nylon waterproof lining,,,,,1,,,0,,0,,https://www.fjallraven.com/uk/en-gb/bags-gear/accessories/backpack-bag-accessories/hoja-frame-bag-l/
Specialized x Fjällräven,,Fjällräven Hoja Seatbag Harness + Hoja Seatbag Drybag 16L,,seatpack,16,50,21,28,,unknown,,,none,,Vinylon F canvas (waxed-canvas look) with recycled nylon waterproof lining,,,,,1,,,0,,0,,https://www.fjallraven.com/uk/en-gb/bags-gear/accessories/backpack-bag-accessories/hoja-seatbag-drybag-16l/
Specialized x Fjällräven,,Fjällräven Hoja Snack Bag,,stembag,0.8,10,10,15,9,unknown,,,none,,Vinylon F canvas (waxed-canvas look) with recycled nylon waterproof lining,,,,,1,,,0,,0,,https://www.fjallraven.com/uk/en-gb/bags-gear/accessories/backpack-bag-accessories/hoja-snack-bag/
Chrome Industries,,Holman Handlebar Bag,,barbag,3,20.3,10.2,12.7,,unknown,,,none,,TPU laminate (shiny welded) truck-tarp material with Cordura panels,,,,,1,,,0,,0,,https://www.chromeindustries.com/products/holman-handlebar-bag
Chrome Industries,,Holman Top Tube Bag,,toptube,1,22.2,4.5,10.2,,unknown,,"CHANGE stembag -> toptube. Chrome's own on-bike shot (cdn.shopify.com/.../6_BG-357-BK_1.jpg from chromeindustries.com/products/holman-top-tube-bag.json) shows the bag sitting lengthwise ON the top tube directly behind the stem, held by two velcro straps under the tube plus a drawcord round the steerer. It is a slim tapered slab - the catalogue dims 22.2 x 4.5 x 10.2 cm match Chrome's spec '4in height, 7.25in width at top expanding to 8.75in at bottom, 1.75in depth' - and nothing like a cylindrical bar-mounted feed bag, so stembag is definitely wrong. MEDIUM not high because Chrome also photographs it at the seat tube end (5_BG-357-BK_1.jpg, cord around the seatpost); the product name is the unqualified 'Top Tube Bag' with no 'Rear' qualifier, so the stem end is the default reading and toptube_rear is the plausible alternative.",none,,TPU laminate (shiny welded) truck-tarp material with Cordura panels,,,,,1,,,0,,0,,https://www.chromeindustries.com/products/holman-top-tube-bag
Chrome Industries,,Urban Ex Pannier 2.0,,pannier,21,58.4,30.5,15.2,,unknown,,,none,,TPU laminate (shiny welded) truck-tarp material with Cordura panels,,,,,1,,,0,,0,,
Chrome Industries,,Holman Pannier,,pannier,20,29.2,12.7,39.4,,packed,"Chrome spec (via Altitude Sports and Bikeinn, H x W x D): ""15.5""x11.5""(Top)-10.75""(Base)x5"""", Volume ""15-20L"", weight 1.1 kg","CORRECTED -- MISASSIGNED AXES, the defect the brief warns about. Chrome publishes the Holman as H x W x D = 15.5 x 11.5 (top, tapering to 10.75 at the base) x 5 inches. The catalogue had put the HEIGHT (15.5 in = 39.4 cm) into len and the DEPTH (5 in = 12.7 cm) into hgt, which renders a pannier lying on its side. Correct mapping for a bag hanging off a rack: hgt 39.4 (vertical), len 29.2 (fore-aft, the 11.5 in top edge), wid 12.7 (across the bike). That also resolves the volume-too-small flag for free, and the answer is THE LITRES ARE THE MAXIMUM-ROLL FIGURE: Chrome's own spec is a RANGE, '15-20L', and the box is 29.2 x 39.4 x 12.7 = 14.6 L -- within 3% of the 15 L rolled-down end of Chrome's own range. capacity_l left at the marketed 20 L, which is the roll-open end. Note the fore-aft edge tapers 29.2 cm at the top to 27.3 cm at the base; the larger figure is recorded.",maker,,TPU laminate (shiny welded) truck-tarp material with Cordura panels,,,,,1,,,0,,0,,
Chrome Industries,,Doubletrack Saddle Roll,,saddlebag,1,15.5,,,7.9,unknown,,,none,,TPU laminate (shiny welded) truck-tarp material with Cordura panels,,,,,1,,,0,,0,,
Lezyne,,Lezyne M-Caddy,,saddlebag,0.5,14,11,6.5,,unknown,,,none,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-sb-caddy-v1m04
Lezyne,,Lezyne Caddy Sack M,,downtube,0.7,14.8,4,12,,packed,"Lezyne: Weight 50g, Dimensions 120mm x 147.5mm x 16mm, volume not stated. Retailers: 0.7L capacity, 50g.","CORRECTED (axes and depth). The stored record had 1.6cm sitting on the HEIGHT axis and 12cm on the width axis; Lezyne's 16mm is the flat empty thickness of a welded roll-top pouch, a folded measurement rather than a packed one, and it belongs on the across-axis. Remapped to 14.8 long x 12 tall, and filled to the retailer-quoted 0.7L the pouch is about 4cm thick (14.8 x 12 x 4 = 0.71L), so the thickness goes 1.6 -> 4.0. The residual 'too-cubic for downtube' flag is not a dimension error: this is a loose accessory pouch (Lezyne's own page describes no mounting system at all), so the elongated-downtube-bag rule does not apply to it. Left the slot alone because the catalogue vocabulary has no unmounted-accessory slot, but it is worth noting.",maker,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-cs-caddy-v2m04
Lezyne,,Lezyne XL-Caddy,,seatpack,7.5,42,17,14,,packed,"Lezyne launch spec (bikepacking.com): 'XL Caddy - Size 420 x 170 x 140 mm, Capacity 7.5 Liters'. Lezyne product page currently lists 330mm x 220mm x 88mm, 424g. Retailers (BIKE24, Modern Bike): 'XL-Caddy Saddle Bag - 7.5L'.","CORRECTED - both flags resolved, and this one also proves how to read Lezyne's spec fields. Lezyne's site figure 330 x 220 x 88 is the FLAT-FOLDED bag; its own launch spec, reproduced by bikepacking.com, gives the packed size 420 x 170 x 140 with 7.5L, and two retailers independently list 7.5L. Mapped as a seat pack: len 42 fore/aft, wid 17 across, hgt 14. Box 10.0L on 7.5L rated = 1.33 fill, elongation 2.47. The stored 1.3L is not this bag's volume - it is the Lezyne Stuff Caddy's rating (80 x 60 x 115mm, 1.3L) in the same launch table, another copied attribute.",maker,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-sb-caddy-v2xl04
Lezyne,,Lezyne Frame Caddy,,framebag_full,2.5,45,7.5,14,,unknown,,,none,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-cs-frame-v104
Lezyne,,Lezyne Bar Caddy,,barroll,7,34,16.1,16.1,,packed,"Lezyne product page: 247g, Dimensions 160.5mm x 250mm x 56.4mm, capacity not stated. Lezyne launch spec via bikepacking.com: 'Bar Caddy - Capacity 7 Liters'. Retailers (Walmart, Boulder Nordic, Stash Cycles) list '7L'.","CORRECTED. Lezyne's 160.5 x 250 x 56.4 is the flat-folded panel, established by the XL-Caddy above where the same site field gives a flat figure and Lezyne's launch sheet gives a different packed one. Rated capacity is 7L, not the stored 4L. Lezyne's own on-bike photo (ride.lezyne.com .../Bar_caddy_BigBags-3034...jpg) shows a fat double-ended roll barrel spanning roughly the gap between the brake hoods on a drop bar, about 34cm across with a diameter close to its 16cm flat height. Set 34 x 16.1 x 16.1 = 8.8L box on 7L = 1.26 fill, elongation 2.11. Length and depth are read off that photo, so medium confidence.",maker,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-sb-bcaddy-v104
Lezyne,,Lezyne Energy Caddy XL,,toptube,0.8,22,6.6,12,,packed,"Lezyne: Capacity 0.8L, Weight 92g, Dimensions 220mm x 65.6mm x 120.3mm","FALSE POSITIVE. These are Lezyne's published figures to the millimetre, and unlike the soft roll-top Caddies this is a structured zippered top-tube organiser, so the site's figures are the real packed shape. Ratio 1.83 against a 2.0 threshold; box 1.74L against 0.8L rated, which is the usual margin for a stem-tall bag that tapers rearwards. No change.",maker,,Cordura/nylon (matte woven) with welded roll-top seams on adventure line,,,,,1,,,0,,0,,https://ride.lezyne.com/products/1-ec-xlcaddy-v104
Zefal,,Zefal Z Light Pack S,,saddlebag,0.5,14,7,6.5,,unknown,,,none,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/saddle-bags/305-257-z-light-pack.html
Zefal,,Zefal Z Adventure R17,,seatpack,17,62,24,20,,unknown,,,none,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/saddle-bags/456-z-adventure-r17.html
Zefal,,Zefal Z Frame Pack,,framebag_half,1.3,27,10,8,,unknown,,,none,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/frame-bags/361-z-frame-pack.html
Zefal,,Zefal Z Traveler S20,,pannier,20,33,16,38,,unknown,,,none,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/bags-for-racks/730-z-traveler-s20.html
Zefal,,Zefal Z Adventure Dry Bag 6L,,forkbag,6,36.5,,,15,unknown,,,none,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/front-bags/718-z-adventure-dry-bag-6l.html
Zefal,,Zefal Z Traveler 60,,trunk,20,32,18,22,,packed,"Zefal: 320 mm x 180 mm x 220 mm, capacity 20 L / 1220 c.i., 710 g, polyester 840D, universal Velcro mounting. Product title: 'Z TRAVELER 60 - Bike rear bag with modular volume'.","FALSE POSITIVE on the dims - the LITRES describe a different configuration. Zefal's own dimensions are 32 x 18 x 22cm (12.7L) and their own capacity is 20L, and Zefal themselves title the product 'bike rear bag with MODULAR volume': the 20L is reached with the fold-out side sections deployed, while 32 x 18 x 22 is the trunk-bag shape with everything stowed. That stowed shape is the correct packed, as-mounted figure for a trunk slot, so dims are unchanged. The rated 20L is retained as Zefal's maximum. Zefal's own page 403s to automated fetches; figures come from the Zefal spec reproduced by BIKE24 and Modern Bike and match the manufacturer listing.",maker,,TPU laminate (shiny welded) on Z Adventure line + polyester 600-840D (matte woven) on Z Traveler touring line,,,,,1,,,0,,0,,https://www.zefal.com/en/bags-for-racks/369-z-traveler-60.html
AGU,,AGU Venture Seat-Pack,,seatpack,10,50,10,15,,unknown,,,none,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://agu.com/en/seatpack-venture
AGU,,AGU Top-Tube Frame Bag Venture Extreme Waterproof,,toptube,0.7,21,11,6,,unknown,,"FALSE POSITIVE - toptube is correct; 'Frame Bag' in the name is marketing, not a mount. AGU's own page: 'You can attach this bag to the top tube of your frame and either your stem or seatpost', 0.7 L, '21 x 11 x 6 centimeters'. AGU's product image (agu.com/media/catalog/product/4/1/41503401_000_main_01_6.jpg) shows a small welded wedge with two velcro straps hanging off its underside and a cord loop at the front end - it straddles the top of the tube. At 0.7 L it is far too small to be any kind of frame bag.",maker,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://agu.com/eu/41503401-000
AGU,,"AGU Tube Frame Bag Venture (S, 3L)",,framebag_half,3,44,6,10,,unknown,,,none,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://agu.com/eu/venture-tube-frame-bag
AGU,,AGU Handlebar Bag Venture 17L,,barroll,17,65,15,15,,unknown,,,none,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://agu.com/en/handlebar-bag-venture-415032
AGU,,AGU Essential Pannier Rack Bag (trunk),,pannier,12,28,16,34,,unknown,,"CHANGE trunk -> pannier. The product image at tradeinn.com/f/13806/138066081/agu-essential-klickfix-12l-panniers.jpg shows a tall portrait-format flap-top bag with a single vertical buckle strap and a side mesh pocket - a one-sided rack pannier, not a rack-top box. The listing specifies mounting 'by means of KLICKfix Vario Top hooks (o 8-16mm)', which are the hook-over-the-rack-rail pannier fittings; AGU's actual rack-top bag is a different product ('Trunkbag Bag Performance KLICKfix UniKlip II') using a UniKlip rack-plate adapter. Every retailer files it under panniers. SIDE NOTE for the dims pass: source dims are 34 x 28 x 16 cm on a bag that is taller than it is long, so the catalogue's len 34 / wid 28 / hgt 16 looks like len and hgt are transposed for a pannier orientation (should read roughly len 28, hgt 34, wid 16).",none,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://www.tradeinn.com/bikeinn/en/agu-essential-klickfix-12l-panniers/138066081/p
AGU,,AGU Urban Essentials DWR Pannier 17L,,pannier,17,30,15,39,,unknown,,,none,,Recycled polyester Greensphere (matte woven) with TPU-welded seams on Extreme waterproof line,,,,,1,,,0,,0,,https://agu.com/eu/dwr-single-bike-bag-urban-black-41497604-000
Straight Cut Design,,Custom Dha Frame Bag,,framebag_full,4,40,6,15.5,,unknown,,,none,,"X-Pac (visible X ripstop grid) / Cordura (matte woven), customer-selectable panel colors",,,,,1,,,0,,0,,https://straightcutdesign.com/products/custom-dha-frame-bag
Straight Cut Design,,Straight Cut Custom Top Tube Bag (Large),,toptube,1.5,27,10,8,,unknown,,,none,,"X-Pac (visible X ripstop grid) / Cordura (matte woven), customer-selectable panel colors",,,,,1,,,0,,0,,https://straightcutdesign.com/products/custom-top-tube-bag
Straight Cut Design,,Straight Cut Bagel Bar Bag,,barroll,2.2,20,12,12,12,packed,Medium (Split): Dimensions 200 x 120mm(diameter); Capacity 2.2L; Weight 178g (6.2oz),"REAL ERROR: hgt and wid were both 16 on a bag the maker specifies as a 120mm-diameter cylinder. The page gives '200 x 120mm(diameter)' - the o symbol makes it explicit - and the existing dia field already held the correct 12. A cylinder 20cm long and 12cm across is 2.26L, matching the published 2.2L to within 3%, whereas the stored 20 x 16 x 16 gave a 5.1L box for a 2.2L bag. Set hgt and wid to the diameter. It stays under the 1.8 elongation rule at 1.67 and that is honest - the Bagel is a genuinely stubby little barrel, which is where the name comes from.",maker,,"X-Pac (visible X ripstop grid) / Cordura (matte woven), customer-selectable panel colors",,,,,1,,,0,,0,,https://straightcutdesign.com/products/bagel-bar-bag-black
Straight Cut Design,,Straight Cut Custom Dropper Seatpost Saddlebag,,saddlebag,4.5,33,15,12,,unknown,,,none,,"X-Pac (visible X ripstop grid) / Cordura (matte woven), customer-selectable panel colors",,,,,1,,,0,,0,,https://straightcutdesign.com/products/custom-dropper-seatpost-saddlebag
Straight Cut Design,,Straight Cut Custom Sidekick,,stembag,1.2,15,9,9,,unknown,,,none,,"X-Pac (visible X ripstop grid) / Cordura (matte woven), customer-selectable panel colors",,,,,1,,,0,,0,,https://straightcutdesign.com/products/sidekick-coral
Buckhorn Bags,,Buckhorn Halfie Frame Bag,,framebag_half,2.5,35,8,12,,unknown,,,none,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,
Buckhorn Bags,,Buckhorn 8in Top Tube Bag,,toptube,1.1,20.3,7.6,9.5,,unknown,,,none,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,https://www.buckhornbags.com/shop/p/8-top-tube-bags
Buckhorn Bags,,Buckhorn Custom Rattler Stem Bag,,stembag,1.2,18,10,10,,unknown,,,none,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,
Buckhorn Bags,,Buckhorn Waxed Canvas Panniers,,pannier,11,30,10,30.5,,unrolled,"11-3/4"" Wide x 12""-17"" Tall x 4"" Deep; 9L-13L each; sold in pairs ($300.00 for both bags)","TWO FIXES: a pair/single mismatch on the litres, and the roll range. Buckhorn publish 11-3/4 x 12-17 x 4 inches = 29.8 x 30.5-43.2 x 10.2cm. The stored hgt of 38cm sat mid-way up the 12-17"" roll range, which is the superseded blend; under the closed-end rule hgt is the 12"" figure, 30.5cm, and the bag is drawn rolled down. len 30 and wid 10 are the single-valued maker figures and are unchanged. Separately the 20L in the record is the PAIR figure - Buckhorn state '9L-13L each' - so capacity_l is corrected to 11L, the midpoint of the maker's per-bag rating. NOTE THE DELIBERATE CONSEQUENCE: the drawn box is now 29.8 x 30.5 x 10.2 = 9.3L against an 11L rating, a 0.85 ratio, so this record will re-trip the volume-too-small check. That is the closed-end rule working as intended, not a defect - Buckhorn pair '12""-17"" Tall' with '9L-13L each', so the 12"" end IS the 9L end, and the rated 11L is only reached part-way up the roll. I kept capacity_l at the rated midpoint rather than dropping it to 9L because capacity_l answers what the bag holds, while dims_cm now answers how it is drawn; if you would rather the two endpoints stay paired, 9L is the maker-published partner to 30.5cm.",maker,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,https://www.buckhornbags.com/shop/p/waxed-canvas-panniers
Buckhorn Bags,,Barrel XL,,seatpack,2.8,30,,,15,unknown,,,none,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,https://www.buckhornbags.com/shop/p/barrell-xl
Buckhorn Bags,,Buckhorn Daily Tote Bag,,trunk,15,40,15,30,,unknown,,,none,,Waxed canvas + X-Pac (visible X ripstop grid) combination,,,,,1,,,0,,0,,
Cedaero,,Cedaero Switchback Seat Pack,,saddlebag,1,23,11.4,8.9,,unknown,,,none,,"1000D Cordura (matte woven) / RX30 X-Pac (visible X ripstop grid), waxed canvas option",,,,,1,,,0,,0,,https://cedaero.com/products/switchback-seat-pack
Cedaero,,Cedaero Custom Half Frame Pack,,framebag_half,2.5,35,8,14,,unknown,,,none,,"1000D Cordura (matte woven) / RX30 X-Pac (visible X ripstop grid), waxed canvas option",,,,,1,,,0,,0,,
Cedaero,,Cedaero Custom Full Frame Pack,,framebag_full,4,48,9,18,,unknown,,,none,,"1000D Cordura (matte woven) / RX30 X-Pac (visible X ripstop grid), waxed canvas option",,,,,1,,,0,,0,,
Cedaero,,Cedaero Tank Top Pack,,toptube,1,22.9,5.7,10.8,,unknown,,,none,,"1000D Cordura (matte woven) / RX30 X-Pac (visible X ripstop grid), waxed canvas option",,,,,1,,,0,,0,,https://cedaero.com/products/tank-top-bag
Cedaero,,Cedaero Fork Lift Pack,,forkbag,3.3,30.5,11.4,8.9,,unknown,,,none,,"1000D Cordura (matte woven) / RX30 X-Pac (visible X ripstop grid), waxed canvas option",,,,,1,,,0,,0,,https://cedaero.com/products/fopoon-fork-pack
Rapha,,Rapha Explore Seat Pack 10L,,seatpack,10,45,16,18,,unknown,,,none,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,
Rapha,,Rapha Explore Handlebar Pack 10L,,barroll,10,25,13,8,,unknown,"Rapha publishes no bag dimensions for this product - only 'Capacity 10L removable roll-top waterproof dry bag with air release valve', 'harness width 25cm without dry bag, with a dry bag min 32cm to max 62cm depending on fill', total system weight 510g, max load 5kg, clamp 53/65/77mm","UNRESOLVED, but the error is diagnosed. The stored 25 x 13 x 8 gives 2.6L - a quarter of the rated 10L, so it cannot be this bag. Two things point at where it came from: 25cm is exactly Rapha's stated harness width WITHOUT the dry bag, and 25 x 13 x 8 = 2.6L is the size of Rapha's separate Explore BAR BAG (listed elsewhere at 2.4L), a different product. So this looks like specs lifted from the wrong Rapha item rather than a transposition. I checked rapha.cc (US and the BEZ01XX product pages), all4cycling, steedcycles and the bikepacking.com launch article; none publishes a length or diameter for the 10L roll. The only usable figure is that the loaded roll spans 32-62cm across the bars, which brackets the length but does not fix it, and no source gives a diameter at all. Rather than back-compute a cylinder from the 10L rating I am leaving the dims untouched and flagging them as not-this-product. FOR WHOEVER PICKS THIS UP under the closed-end rule: the 32-62cm span IS a roll range, so the closed end gives a defensible len of 32cm. I have not written it in because dims_cm must stay as-is on a verified:false record and because a length alone is not a record - the diameter is still missing from every source I checked, and deriving it from the 10L rating would be exactly the fabrication the brief warns about. Fill in len 32 the moment a diameter turns up.",none,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,
Rapha,,Rapha Explore Frame Pack 4L - Large,,framebag_full,4,51.2,5.5,14.5,,unknown,,,none,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,https://www.rapha.cc/us/en/product/explore-frame-pack-4l---large/BFG01XXVLA
Rapha,,4 tapered wide x 10 high; JSON had wid/hgt swapped),,toptube,2,37,4.5,10,,unknown,,,none,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,https://www.rapha.cc/us/en/product/explore-top-tube-bag---long/BME01XXVLA
Rapha,,Rapha Explore Stem Bag,,stembag,1,16,9,21,10,unknown,,,none,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,https://www.rapha.cc/us/en/product/explore-stem-bag/BMH01XXVLA
Rapha,,Essentials Bag,,saddlebag,0.3,21,5,16.5,,packed,"Rapha: 'W 21cm x H 16.5cm'. On capacity, verbatim: 'the Essentials bag is a slim design and therefore Rapha is not able to provide a litre capacity, however the bag is a good size to hold a smartphone, wallet and keys with a little room to spare for a snack on the road.'","THE LITRES ARE FABRICATED, NOT THE DIMS - the flag is pointing at the wrong field. 21 x 16.5 is Rapha's own published W x H, so len and hgt are sound; the 5cm depth is an estimate (Rapha publish none) but is right for a slim zip pouch. The 0.3L is the invented number: Rapha explicitly decline to state a litre capacity for this bag, and 0.3L is what Rapha quote for their SMALL SADDLE BAG, a different product. I have not substituted a capacity because none exists to substitute - the honest value is unknown, and the 5.78x volume ratio disappears the moment the bogus 0.3L does. Separately, this is not a bike-mounted bag: it carries on an adjustable reflective cord shoulder strap with a small stabiliser hook, so the saddlebag slot is wrong, but I have not proposed a replacement because there is no shoulder/musette slot in the vocabulary - flagging it for a catalogue-membership decision instead.",maker,,"TPU laminate (shiny welded), 100% recycled nylon face with PU/TPU coating",,,,,1,,,0,,0,,https://www.rapha.cc/us/en/product/essentials-bag/BKM02XXGRV
Alpkit,Koala,Koala 7L Saddle Pack,7L,seatpack,7,37,17,13,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,rolltop,tapered,2,,1,,,4,Panther Black #1c1c1e | Storm Grey #75797c | Mountain Brown #6b5138 | Olive Green #4c5343,0,,https://alpkit.com/products/koala-7-litre-saddle-bag
Alpkit,Airlok,Airlok Dual 13L,13L,barroll,13,44,18,18,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,rolltop,cylindrical,0,,1,,,2,Black #1c1c1e | Chilli #b4362a,0,,https://alpkit.com/products/airlok-xtra-dual-13-litre
Alpkit,Possum,Possum Frame Bag,47cm (2.2L),framebag_half,2.2,47,5,11,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,zip,wedge,0,zip,1,,,4,Panther Black #1c1c1e | Storm Grey #75797c | Mountain Brown #6b5138 | Olive Green #4c5343,0,,https://alpkit.com/products/possum
Alpkit,Glider,Glider Road Frame Bag,48 (1.7L),framebag_half,1.7,48,4,11,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,zip,wedge,0,mesh,1,,,4,Panther Black #1c1c1e | Storm Grey #75797c | Mountain Brown #6b5138 | Olive Green #4c5343,0,,https://alpkit.com/products/glider
Alpkit,Stem Cell,Stem Cell Cockpit Bag,Medium (1L),stembag,1,10,10,17,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,drawcord,cylindrical,0,mesh,1,,,4,Panther Black #1c1c1e | Storm Grey #75797c | Mountain Brown #6b5138 | Olive Green #4c5343,0,,https://alpkit.com/products/stem-cell-2023
Alpkit,Betonga,Betonga Fork Cage Bag,3L,forkbag,3,14.5,14.5,18,,unknown,,,none,,X-Pac X11 3-layer laminate (cotton-duck face) / 1100D Cordura,rolltop,cylindrical,2,,1,,,4,Panther Black #1c1c1e | Storm Grey #75797c | Mountain Brown #6b5138 | Olive Green #4c5343,0,,https://alpkit.com/products/betonga-fork-bag
Thule,Shield,Thule Shield Pannier 13L,13L (pair),pannier,13,31,18,31,,unknown,,,none,,PU-coated nylon / polyester (welded),rolltop,boxy,0,,2,,,2,Black #1a1a1a | Yellow #d9c33a,0,,https://www.thule.com/en-us/bike-packs-bags-and-racks/accessories/thule-shield-pannier-13l-_-3205401
Thule,Shield,Thule Shield Pannier 22L,22L (single),pannier,22,35,21,40,,unknown,,,none,,PU-coated nylon / polyester (welded),rolltop,boxy,0,zip,1,,,1,Black #1a1a1a,0,,https://www.thule.com/en-us/bike-packs-bags-and-racks/accessories/thule-shield-pannier-22l-_-3205406
Thule,Shield,Thule Shield Pannier 25L,25L (pair),pannier,25,37,20,40,,unknown,,,none,,PU-coated nylon / polyester (welded),rolltop,boxy,0,zip,2,,,2,Black #1a1a1a | Yellow #d9c33a,0,,https://www.thule.com/en-us/bike-packs-bags-and-racks/accessories/thule-shield-pannier-25l-_-3205288
Thule,Chasm,Thule Chasm Handlebar Bag 2L,2L,barbag,2,12.4,26.4,19.1,,unknown,,,none,,PU-coated nylon / polyester (welded),buckle,boxy,0,slip,1,,,3,Black #1a1a1a | Mid Blue #2f5d8c | Dusted Orange #c9682f,0,,https://www.thule.com/en-us/bike-packs-bags-and-racks/accessories/thule-chasm-handlebar-bag-2l-_-3205473
Thule,Paramount,Thule Paramount Hybrid Pannier 26L,26L,pannier,26,31.5,27.9,51.6,,unknown,,,none,,PU-coated nylon / polyester (welded),zip,boxy,0,zip zip,1,,,3,Nutria Brown #6b5b4a | Black #1a1a1a | Soft Green #6f7a5c,0,,https://www.thule.com/en-us/bike-packs-bags-and-racks/accessories/thule-paramount-hybrid-pannier-26l-_-3205093
Carradice,Originals,Nelson Longflap Saddlebag,18L,saddlebag,18,19,36,22,,unknown,,,none,,18oz waxed cotton duck / leather,buckle,boxy,3,slip,1,,,3,Black #2b2b28 | Green #2f4032 | Burgundy #5a2029,0,,https://www.carradice.co.uk/products/originals-nelson-saddlebag
Carradice,Originals,Barley Saddlebag,9L,saddlebag,9,15,29,18,,unknown,,,none,,18oz waxed cotton duck / leather,buckle,boxy,2,slip,1,,,3,Black #2b2b28 | Green #2f4032 | Burgundy #5a2029,0,,https://www.carradice.co.uk/products/originals-barley-saddlebag
Carradice,Originals,Camper Longflap Saddlebag,24L,saddlebag,24,22,36,26,,unknown,,,none,,18oz waxed cotton duck / leather,buckle,boxy,3,slip,1,,,3,Black #2b2b28 | Burgundy #5a2029 | Field Green #4b5a3c,0,,https://www.carradice.co.uk/products/originals-camper-longflap-saddlebag
